0,Fields group,Management of the resource,,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,0
0,,,,,,,,,,,,,,,,,,,,,,,,Text type,,,,,Language(s) and script(s),,,,,,,,,,,,Lettering format,,,,,,,,,,Filiation,,,,,,Rights,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,Editor of the metadata,Date of the edition,Contributor of the metadata,Date of contribution,Type of contribution,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact/conglomerate artefact/monument,Text type 1,Text type 2,Text type 3,Text type 4,Lines,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Height of text,Width of text,Lines,Height of glyph,Width of glyph,Date CE,Date interval CE,Date precision,Date evidence,Duplicate ID,Reissue ID,Reissue date,Bibliographical references,Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text,Identifier of the surrogate,Identifier of the digital image,0
,,INSGangaEast00010,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00011,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00012,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00013,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00014,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00015,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00016,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00017,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00018,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00019,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00020,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00021,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00022,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00023,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00024,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00025,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00026,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00027,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00028,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00029,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00030,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00031,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00032,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00033,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00034,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00035,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00036,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00037,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00038,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00039,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00040,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00041,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00042,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00043,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00044,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00045,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00046,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00047,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00048,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00049,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00050,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00051,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00052,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00053,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00054,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00055,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00056,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00057,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00058,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00059,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00060,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00061,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00062,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00063,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00064,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00065,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00066,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00067,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00068,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00069,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00070,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00071,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00072,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00073,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00074,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00075,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00076,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00077,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00078,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00079,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00080,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00081,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00082,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00083,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00084,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00085,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00086,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00087,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00088,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00089,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00090,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00091,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00092,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00093,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00094,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00095,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00096,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00097,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00098,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00099,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSGangaEast00100,,,,,,,,,DHARMA,GangaEast,CC0,INSGangaEast00100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
