0,Fields group,Management of the resource,,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,0
0,,,,,,,,,,,,,,,,,,,,,,,,Text type,,,,,Language(s) and script(s),,,,,,,,,,,,Lettering format,,,,,,,,,,Filiation,,,,,,Rights,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,Editor of the metadata,Date of the edition,Contributor of the metadata,Date of contribution,Type of contribution,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact/conglomerate artefact/monument,Text type 1,Text type 2,Text type 3,Text type 4,Lines,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Height of text,Width of text,Lines,Height of glyph,Width of glyph,Date CE,Date interval CE,Date precision,Date evidence,Duplicate ID,Reissue ID,Reissue date,Bibliographical references,Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text,Identifier of the surrogate,Identifier of the digital image,0
,,INSMaitraka00019,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00020,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00021,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00022,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00023,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00024,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00025,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00026,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00027,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00028,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00029,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00030,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00031,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00032,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00033,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00034,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00035,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00036,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00037,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00038,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00039,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00040,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00041,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00042,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00043,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00044,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00045,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00046,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00047,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00048,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00049,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00050,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00051,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00052,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00053,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00054,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00055,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00056,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00057,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00058,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00059,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00060,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00061,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00062,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00063,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00064,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00065,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00066,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00067,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00068,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00069,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00070,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00071,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00072,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00073,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00074,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00075,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00076,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00077,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00078,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00079,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00080,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00081,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00082,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00083,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00084,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00085,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00086,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00087,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00088,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00089,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00090,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00091,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00092,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00093,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00094,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00095,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00096,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00097,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00098,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00099,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSMaitraka00100,,,,,,,,,DHARMA,Maitraka,CC0,INSMaitraka00100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
