0,Fields group,Management of the resource,,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,0
0,,,,,,,,,,,,,,,,,,,,,,,,Text type,,,,,Language(s) and script(s),,,,,,,,,,,,Lettering format,,,,,,,,,,Filiation,,,,,,Rights,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,Editor of the metadata,Date of the edition,Contributor of the metadata,Date of contribution,Type of contribution,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact/conglomerate artefact/monument,Text type 1,Text type 2,Text type 3,Text type 4,Lines,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Height of text,Width of text,Lines,Height of glyph,Width of glyph,Date CE,Date interval CE,Date precision,Date evidence,Duplicate ID,Reissue ID,Reissue date,Bibliographical references,Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text,Identifier of the surrogate,Identifier of the digital image,0
,,INSBengalCharters00010,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00011,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00012,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00013,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00014,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00015,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00016,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00017,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00018,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00019,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00020,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00021,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00022,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00023,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00024,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00025,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00026,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00027,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00028,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00029,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00030,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00031,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00032,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00033,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00034,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00035,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00036,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00037,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00038,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00039,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00040,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00041,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00042,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00043,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00044,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00045,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00046,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00047,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00048,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00049,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00050,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00051,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00052,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00053,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00054,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00055,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00056,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00057,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00058,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00059,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00060,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00061,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00062,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00063,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00064,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00065,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00066,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00067,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00068,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00069,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00070,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00071,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00072,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00073,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00074,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00075,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00076,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00077,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00078,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00079,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00080,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00081,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00082,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00083,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00084,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00085,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00086,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00087,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00088,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00089,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00090,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00091,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00092,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00093,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00094,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00095,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00096,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00097,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00098,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00099,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBengalCharters00100,,,,,,,,,DHARMA,BengalCharters,CC0,INSBengalCharters00100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
