0,Fields group,Management of the resource,,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,0
0,,,,,,,,,,,,,,,,,,,,,,,,Text type,,,,,Language(s) and script(s),,,,,,,,,,,,Lettering format,,,,,,,,,,Filiation,,,,,,Rights,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,Editor of the metadata,Date of the edition,Contributor of the metadata,Date of contribution,Type of contribution,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact/conglomerate artefact/monument,Text type 1,Text type 2,Text type 3,Text type 4,Lines,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Height of text,Width of text,Lines,Height of glyph,Width of glyph,Date CE,Date interval CE,Date precision,Date evidence,Duplicate ID,Reissue ID,Reissue date,Bibliographical references,Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text,Identifier of the surrogate,Identifier of the digital image,0
,,INSCempiyanMahadevi00010,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00011,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00012,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00013,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00014,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00015,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00016,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00017,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00018,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00019,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00020,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00021,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00022,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00023,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00024,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00025,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00026,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00027,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00028,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00029,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00030,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00031,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00032,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00033,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00034,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00035,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00036,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00037,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00038,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00039,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00040,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00041,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00042,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00043,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00044,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00045,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00046,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00047,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00048,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00049,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00050,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00051,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00052,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00053,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00054,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00055,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00056,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00057,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00058,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00059,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00060,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00061,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00062,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00063,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00064,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00065,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00066,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00067,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00068,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00069,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00070,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00071,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00072,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00073,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00074,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00075,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00076,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00077,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00078,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00079,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00080,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00081,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00082,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00083,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00084,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00085,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00086,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00087,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00088,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00089,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00090,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00091,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00092,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00093,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00094,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00095,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00096,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSCempiyanMahadevi00097,,,,,,,,,DHARMA,CempiyanMahadevi,CC0,INSCempiyanMahadevi00097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
