0,Fields group,Management of the resource,,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,0
0,,,,,,,,,,,,,,,,,,,,,,,,Text type,,,,,Language(s) and script(s),,,,,,,,,,,,Lettering format,,,,,,,,,,Filiation,,,,,,Rights,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,Editor of the metadata,Date of the edition,Contributor of the metadata,Date of contribution,Type of contribution,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact/conglomerate artefact/monument,Text type 1,Text type 2,Text type 3,Text type 4,Lines,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Height of text,Width of text,Lines,Height of glyph,Width of glyph,Date CE,Date interval CE,Date precision,Date evidence,Duplicate ID,Reissue ID,Reissue date,Bibliographical references,Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text,Identifier of the surrogate,Identifier of the digital image,0
,,INSUttiramerur00052,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00053,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00054,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00055,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00056,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00057,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00058,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00059,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00060,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00061,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00062,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00063,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00064,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00065,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00066,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00067,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00068,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00069,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00070,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00071,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00072,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00073,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00074,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00075,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00076,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00077,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00078,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00079,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00080,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00081,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00082,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00083,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00084,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00085,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00086,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00087,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00088,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00089,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00090,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00091,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00092,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00093,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00094,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00095,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00096,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00097,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00098,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00099,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSUttiramerur00100,,,,,,,,,DHARMA,Uttiramerur,CC0,INSUttiramerur00100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
