0,Fields group,Management of the resource,,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,0
0,,,,,,,,,,,,,,,,,,,,,,,,Text type,,,,,Language(s) and script(s),,,,,,,,,,,,Lettering format,,,,,,,,,,Filiation,,,,,,Rights,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,Editor of the metadata,Date of the edition,Contributor of the metadata,Date of contribution,Type of contribution,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact/conglomerate artefact/monument,Text type 1,Text type 2,Text type 3,Text type 4,Lines,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Height of text,Width of text,Lines,Height of glyph,Width of glyph,Date CE,Date interval CE,Date precision,Date evidence,Duplicate ID,Reissue ID,Reissue date,Bibliographical references,Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text,Identifier of the surrogate,Identifier of the digital image,0
,,INSKalyanaCalukya00027,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00028,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00029,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00030,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00031,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00032,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00033,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00034,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00035,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00036,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00037,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00038,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00039,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00040,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00041,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00042,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00043,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00044,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00045,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00046,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00047,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00048,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00049,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00050,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00051,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00052,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00053,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00054,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00055,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00056,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00057,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00058,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00059,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00060,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00061,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00062,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00063,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00064,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00065,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00066,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00067,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00068,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00069,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00070,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00071,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00072,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00073,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00074,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00075,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00076,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00077,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00078,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00079,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00080,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00081,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00082,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00083,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00084,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00085,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00086,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00087,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00088,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00089,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00090,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00091,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00092,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00093,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00094,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00095,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00096,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00097,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00098,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSKalyanaCalukya00099,,,,,,,,,DHARMA,KalyanaCalukya,CC0,INSKalyanaCalukya00099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
