0,Fields group,Management of the resource,,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,0
0,,,,,,,,,,,,,,,,,,,,,,,,Text type,,,,,Language(s) and script(s),,,,,,,,,,,,Lettering format,,,,,,,,,,Filiation,,,,,,Rights,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,Editor of the metadata,Date of the edition,Contributor of the metadata,Date of contribution,Type of contribution,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact/conglomerate artefact/monument,Text type 1,Text type 2,Text type 3,Text type 4,Lines,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Height of text,Width of text,Lines,Height of glyph,Width of glyph,Date CE,Date interval CE,Date precision,Date evidence,Duplicate ID,Reissue ID,Reissue date,Bibliographical references,Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text,Identifier of the surrogate,Identifier of the digital image,0
,,INSTamilNadu00034,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00035,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00036,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00037,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00038,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00039,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00040,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00041,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00042,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00043,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00044,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00045,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00046,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00047,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00048,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00049,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00050,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00051,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00052,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00053,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00054,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00055,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00056,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00057,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00058,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00059,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00060,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00061,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00062,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00063,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00064,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00065,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00066,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00067,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00068,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00069,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00070,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00071,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00072,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00073,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00074,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00075,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00076,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00077,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00078,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00079,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00080,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00081,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00082,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00083,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00084,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00085,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00086,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00087,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00088,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00089,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00090,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00091,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00092,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00093,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00094,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00095,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00096,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00097,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00098,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00099,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSTamilNadu00100,,,,,,,,,DHARMA,TamilNadu,CC0,INSTamilNadu00100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
