0,Fields group,Management of the resource,,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,0
0,,,,,,,,,,,,,,,,,,,,,,,,Text type,,,,,Language(s) and script(s),,,,,,,,,,,,Lettering format,,,,,,,,,,Filiation,,,,,,Rights,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,Editor of the metadata,Date of the edition,Contributor of the metadata,Date of contribution,Type of contribution,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact/conglomerate artefact/monument,Text type 1,Text type 2,Text type 3,Text type 4,Lines,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Height of text,Width of text,Lines,Height of glyph,Width of glyph,Date CE,Date interval CE,Date precision,Date evidence,Duplicate ID,Reissue ID,Reissue date,Bibliographical references,Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text,Identifier of the surrogate,Identifier of the digital image,0
,,INSBhaumakara00057,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00058,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00059,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00060,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00061,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00062,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00063,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00064,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00065,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00066,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00067,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00068,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00069,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00070,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00071,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00072,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00073,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00074,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00075,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00076,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00077,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00078,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00079,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00080,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00081,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00082,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00083,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00084,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00085,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00086,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00087,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00088,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00089,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00090,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00091,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00092,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00093,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00094,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00095,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00096,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00097,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00098,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00099,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSBhaumakara00100,,,,,,,,,DHARMA,Bhaumakara,CC0,INSBhaumakara00100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
