0,Fields group,Management of the resource,,,,,,,,,,,,Metadata of the text (description of item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link(s) to related resources,,0
0,,,,,,,,,,,,,,,,,,,,,,,,Text type,,,,,Language(s) and script(s),,,,,,,,,,,,Lettering format,,,,,,,,,,Filiation,,,,,,Rights,,,,0
0,Fields,Identifier of the resource,Origin of the metadata,Editor of the metadata,Date of the edition,Contributor of the metadata,Date of contribution,Type of contribution,Reviewer,Date of review,Project,Corpus,Distribution rights of the metadata,Identifier of the text,Designation,Alternative identifier,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Alternative designation,Location on the artefact/conglomerate artefact/monument,ID of the artefact/conglomerate artefact/monument,Text type 1,Text type 2,Text type 3,Text type 4,Lines,Language 1,Script classification 1,Script maturity 1,Language 2,Script classification 2,Script maturity 2,Language 3,Script classification 3,Script maturity 3,Language 4,Script classification 4,Script maturity 4,Lettering technique,Height of text,Width of text,Lines,Height of glyph,Width of glyph,Date CE,Date interval CE,Date precision,Date evidence,Duplicate ID,Reissue ID,Reissue date,Bibliographical references,Keyword(s),Remarks,Project responsible for publication,Distribution rights of the text,Identifier of the surrogate,Identifier of the digital image,0
,,INSLicchavi00013,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00014,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00015,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00016,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00017,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00018,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00019,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00020,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00021,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00022,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00023,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00024,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00025,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00026,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00027,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00028,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00029,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00030,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00031,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00032,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00033,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00034,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00035,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00036,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00037,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00038,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00039,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00040,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00041,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00042,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00043,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00044,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00045,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00046,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00047,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00048,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00049,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00050,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00051,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00052,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00053,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00054,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00055,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00056,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00057,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00058,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00059,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00060,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00061,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00062,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00063,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00064,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00065,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00066,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00067,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00068,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00069,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00070,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00071,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00072,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00073,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00074,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00075,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00076,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00077,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00078,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00079,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00080,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00081,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00082,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00083,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00084,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00085,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00086,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00087,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00088,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00089,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00090,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00091,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00092,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00093,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00094,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00095,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00096,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00097,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00098,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00099,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,INSLicchavi00100,,,,,,,,,DHARMA,Licchavi,CC0,INSLicchavi00100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHARMA,CC-BY 4.0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
